GSM1900772	GSM1900777	GSM1900789	GSM1900806	GSM1900817	GSM1900826	GSM1900834	GSM1900849	GSM1900856	GSM1900863	GSM1900890	GSM1900905	GSM1900912	GSM1900922	GSM1900929	GSM1900944	GSM1900950
C20orf204	5.22792	5.39065	5.31979	5.21497	5.25119	4.82876	5.29213	5.21182	5.28822	5.16076	4.85786	5.21897	5.45616	5.09157	5.47603	5.28624	5.18911
TRIM66	5.02477	5.27392	4.75808	5.24376	4.9782	5.09796	5.47863	5.04294	4.90663	5.03871	4.90216	5.46003	5.29726	4.87607	5.38601	5.2637	4.85465
MISP3	4.52413	4.74611	4.7625	4.37987	4.42491	4.38907	4.57471	3.63636	4.36787	4.45406	4.53418	4.70825	4.2722	4.30787	4.38453	4.48603	4.80039
SRD5A1	5.98281	5.4857	5.93269	5.71746	6.50862	5.60385	5.56772	5.9644	5.6992	5.40809	5.73672	5.70037	5.74526	5.8854	5.83153	5.55882	6.00924
HEATR9	4.04646	4.28823	4.01484	4.2236	3.87225	4.16219	4.09874	4.45079	4.39805	4.24382	4.60804	4.07349	4.15253	3.95727	3.86774	4.09803	4.32217
RAB8A	7.03982	6.74712	6.87587	7.31482	7.40583	7.3559	7.27878	7.03936	7.25578	7.0664	7.37875	7.15129	7.40974	6.90951	7.1883	7.18087	7.34876
RPL34-AS1	2.78711	2.69136	2.78722	3.80072	2.63631	2.65071	2.887	3.3493	2.91715	3.27173	3.18212	2.72065	3.41185	2.92698	3.81979	2.58481	2.58293
KIF5C	3.40123	3.8624	3.04128	3.77499	2.6283	3.36105	3.47854	3.41869	3.95949	3.33448	3.56292	3.77188	3.46341	3.55876	3.71703	3.73634	3.56607
TEDC1	5.28772	5.12791	4.70807	4.64509	4.94551	4.67924	4.76065	4.62957	5.02041	5.20025	4.82327	4.61938	4.90103	4.80244	5.56444	4.48141	4.96385
ZNF713	3.45739	3.37163	3.41069	3.38322	3.18402	3.5712	3.37202	3.59522	3.03417	3.12178	3.31749	3.74113	3.41896	3.11356	2.96704	3.4238	3.11344
LYPD4	4.08478	3.84108	3.81546	3.78965	4.26289	3.87426	3.4455	3.9851	3.64803	4.53438	3.60681	4.01881	3.82069	3.98084	4.19672	4.00631	3.34838
FAM71E2	4.42144	3.87491	3.96134	3.61511	4.02686	3.57799	4.41914	3.53924	4.09095	3.93392	3.70501	3.60085	4.13598	4.05743	4.40272	3.5768	3.92188
ZNF77	4.12597	4.30534	3.8085	4.03418	3.44459	4.21117	4.13918	5.3354	4.18959	4.12411	4.05873	4.01965	4.44539	3.93635	4.4267	4.2447	4.70121
ZNF606	5.58131	4.93413	5.51945	5.61903	5.28885	5.33984	5.52222	5.48011	5.40021	5.45998	5.57699	5.58346	5.52501	5.30755	5.66065	5.36077	5.28182
EIF3F	6.9562	6.14546	7.28237	7.14495	6.65615	6.77858	7.2282	6.79007	7.19634	6.91691	7.05598	7.0949	6.94967	7.03295	6.57338	7.14176	6.82432
KRTAP4-3	5.08062	5.19415	5.09876	5.04878	4.73155	5.1087	5.4315	5.09628	5.18391	5.30989	5.25978	5.12592	5.31403	5.24642	5.38201	4.77294	4.96338
AKR1B10	2.65588	2.83236	2.31073	2.32634	2.34283	2.3236	2.41718	3.30563	2.49866	3.07618	2.60414	2.47695	2.63792	2.46966	2.88859	2.59751	2.66669
MTHFSD	4.73137	4.76128	4.99213	4.71561	4.63806	4.89875	4.99501	5.25376	4.81672	4.7038	5.03636	4.59939	4.8119	4.81023	4.7275	4.91884	4.78749
DSTYK	5.50781	5.09796	5.40855	5.42231	5.1214	5.1276	5.56505	5.36387	4.84495	5.11507	5.48101	5.4787	5.44629	5.11478	5.35303	5.39086	5.08588
SPINDOC	4.72458	4.54474	4.93002	4.81211	4.80316	4.32242	5.11869	4.69441	4.91645	4.91026	4.77356	4.89692	4.56948	4.52099	4.92864	4.27924	5.01233
PCSK9	5.20769	5.00261	4.89653	4.64627	5.21094	4.75101	5.05762	4.34437	5.07434	5.03389	4.87885	4.97318	4.91041	4.93569	5.28296	4.77039	4.91809
CIB3	4.24571	4.35686	4.11068	4.08369	4.22205	4.46896	4.11105	3.7027	4.37534	4.49168	4.53001	4.06954	4.12534	4.03862	4.62518	4.26344	3.85689
CEP120	6.70631	6.64008	6.96526	7.27248	6.96887	7.13626	7.23132	7.16371	7.10569	6.45561	7.09768	7.12839	6.93831	7.07392	6.60233	7.30184	6.99068
AP3M1	7.19958	6.63071	7.34708	7.66328	7.14285	7.3175	7.38859	7.4458	7.17198	7.16707	7.71606	7.17615	7.16338	7.21862	7.10841	7.24162	7.24728
ZNF397	6.22264	6.41245	5.58868	6.17535	5.85335	6.03854	6.4585	5.90016	6.17422	6.00419	6.06452	6.00238	6.28146	6.20134	6.13897	6.0597	5.66453
SPHK2	4.58443	4.60418	4.71124	4.94536	4.9397	4.68801	4.68368	4.80678	4.6044	4.82723	5.09941	4.81301	4.51136	4.89407	5.52839	4.71845	4.96904
RPSA	10.642	9.89757	11.0636	11.0286	10.4094	10.9616	10.9555	11.1047	10.8748	10.4024	10.6875	10.8164	10.5411	10.8012	10.2905	10.7567	10.703
RPSAP9	10.642	9.89757	11.0636	11.0286	10.4094	10.9616	10.9555	11.1047	10.8748	10.4024	10.6875	10.8164	10.5411	10.8012	10.2905	10.7567	10.703
RPSAP19	10.642	9.89757	11.0636	11.0286	10.4094	10.9616	10.9555	11.1047	10.8748	10.4024	10.6875	10.8164	10.5411	10.8012	10.2905	10.7567	10.703
RPSAP36	10.642	9.89757	11.0636	11.0286	10.4094	10.9616	10.9555	11.1047	10.8748	10.4024	10.6875	10.8164	10.5411	10.8012	10.2905	10.7567	10.703
FLRT1	4.52073	4.81445	4.23932	4.47174	4.2556	4.37905	4.52818	4.32072	4.51716	4.48572	4.24795	4.45007	4.67572	4.58744	4.92354	4.07838	4.55417
ZNF268	4.92292	4.75689	5.01847	5.35474	4.80043	5.31353	4.94617	5.23398	4.89535	4.78943	4.80137	5.29141	5.02671	5.31542	4.91965	5.30223	4.98399
KRTAP10-2	7.48001	7.87464	7.75192	7.3859	7.33678	7.30368	7.16288	7.04476	7.44233	7.50245	7.29258	7.14498	7.44343	7.51689	7.88628	7.42924	7.13875
C1QL4	4.8202	5.1657	5.01197	4.7141	4.82817	4.72341	4.66934	5.60993	4.84509	4.73716	4.88971	4.75688	4.73179	4.72259	5.05969	4.91785	4.80916
FAM221A	3.78232	3.39215	3.71442	3.69216	3.89743	4.11165	3.67377	4.8474	3.77093	3.5683	4.22214	4.08799	3.62926	4.1104	3.42049	3.97049	3.67238
SNAP29	8.0862	7.96502	8.15687	7.79742	8.2738	8.11027	8.21372	7.72857	8.10358	8.1886	8.13318	8.03434	7.88166	8.06524	7.68541	8.30608	7.91351
UCN2	4.29464	4.58914	4.19169	4.33327	4.6553	4.47913	4.41182	4.44641	4.35969	4.6228	4.33466	4.30848	4.10117	4.35015	4.48303	3.72109	4.38937
UQCC1	4.77935	4.5102	4.99326	4.70995	4.54912	5.05877	4.73497	4.97803	4.69817	4.97373	5.05594	5.06768	5.08827	4.91361	5.20337	5.03956	5.23513
USH1G	4.87973	4.68247	4.74629	4.69684	4.88496	4.84125	4.84883	5.21996	4.97182	4.57311	4.6078	5.20062	4.95309	5.0673	5.12924	4.61604	4.93888
IDH3B	5.93388	5.05041	6.31462	6.23815	5.8032	6.12338	6.22502	5.57804	5.97735	6.08728	5.84518	6.19901	6.10453	5.9321	5.82672	5.68988	6.13382
HECTD3	6.40826	4.9336	6.47272	6.06747	6.15111	6.22814	6.02011	4.99365	6.06605	6.29739	5.56451	6.18374	5.99595	5.5899	5.97318	5.954	6.34807
ASIP	4.90233	4.97254	4.28696	4.619	4.28651	4.9703	5.36674	4.97074	4.93787	4.93684	4.61903	4.59211	4.889	5.21512	5.24918	4.55501	4.78659
RPUSD2	5.27311	4.36519	4.98294	4.9439	4.79014	4.6593	5.18441	5.22555	4.64046	4.90897	4.90237	4.96689	4.66603	4.90473	5.20572	4.74194	4.78228
LRP5L	5.22424	4.95274	4.94077	5.20815	4.92627	5.65126	4.87748	4.88834	5.41716	5.26777	5.51518	4.73985	5.43024	5.28465	5.17774	4.90182	5.07054
NPAS4	3.67149	4.28454	3.82325	3.62154	4.29631	3.72275	4.03721	3.70264	3.78917	3.75942	3.91492	3.83191	3.84165	4.08066	4.36332	3.64076	3.99488
MMAB	5.36978	5.1529	5.4569	5.6758	5.39804	5.18529	5.50902	5.71665	5.37934	5.84567	5.1052	4.91916	5.25327	5.38252	5.47116	5.24772	5.46897
LOC646471	5.441	5.15641	5.16153	5.14384	5.38324	4.97821	5.25661	5.43285	5.57369	5.34807	5.05987	5.43196	5.17505	5.35441	5.24232	5.10337	5.1115
SYT14P1	2.75196	3.23917	2.52022	2.681	2.42409	2.746	2.55755	2.55799	2.49598	2.64887	2.61161	2.93681	2.66445	3.15272	2.66096	2.35528	2.55173
RRP9	5.77569	5.00853	5.68284	5.65876	5.50153	5.42826	5.64621	5.0175	5.54768	5.34212	5.402	5.51475	5.30451	5.41489	5.23818	5.58335	5.42382
SYPL2	4.61774	4.65001	4.38325	4.15658	4.39754	4.12015	4.40287	4.56919	4.33704	4.40419	4.2275	4.09761	4.2554	4.22161	4.5331	4.38262	4.54768
OR52B4	3.7621	4.48542	3.54955	4.05344	3.10089	3.71452	3.25245	3.63122	3.51876	3.96713	4.09801	3.69218	3.70299	4.04148	3.59234	4.38973	3.73297
WSCD2	3.94934	4.01179	3.81013	3.86823	3.91058	3.85562	3.86222	4.00939	3.70744	4.0419	3.7549	3.98908	3.73504	3.87472	4.39005	3.89003	4.11459
ATP6V1G2	3.54598	3.67238	3.86439	3.53628	3.72273	3.30292	3.62113	3.58376	3.95269	4.19787	3.80158	3.68417	3.59408	3.95947	3.9611	3.7698	3.32079
NELFB	5.78937	5.11912	5.36212	5.277	5.69923	5.97533	5.72654	5.58859	5.99721	5.91548	5.9172	5.89524	5.7852	5.95238	6.10507	5.86851	5.9751
LPAR3	3.47862	3.12929	3.04684	2.90001	3.00706	2.88991	3.08894	3.59383	3.33999	3.16244	3.05564	3.5794	3.29841	3.35861	3.39925	3.42771	3.0868
C16orf70	6.51664	6.94901	6.76539	6.90279	6.89287	6.7884	6.80445	5.45491	6.85963	6.97466	7.12956	6.7047	6.83052	6.91047	7.23676	6.9241	6.54149
ADIPOR2	6.38801	5.93815	6.50098	6.45862	6.57306	6.50509	6.49494	6.29086	6.24945	6.11136	6.19258	6.0675	6.19935	6.20557	5.84964	6.61622	6.4277
LINC00839	5.61288	6.08829	5.30437	5.09298	5.25045	5.27714	5.58698	5.51667	5.49729	5.5104	5.59602	5.27634	5.39382	5.38983	5.53863	5.15503	5.30799
LATS1	6.65941	6.55773	6.78348	6.91448	6.70502	7.10946	7.09538	6.7322	6.9655	6.6806	6.79682	6.70937	6.73966	6.76828	6.54733	6.93211	6.60973
NT5C	4.9348	4.9587	4.88364	4.99415	5.42951	5.14255	5.31159	4.68509	5.52917	5.1493	4.83306	5.37955	5.05993	5.23386	5.32758	5.2519	5.57872
RPUSD1	4.71029	4.76538	4.77306	4.8781	4.9005	4.92949	5.31008	4.17274	4.85602	5.4489	5.00266	5.19959	5.15731	5.06511	5.20958	5.18218	5.29663
TAS2R46	3.47204	2.6213	3.95207	2.78384	2.47146	3.70122	2.58295	2.91106	2.46165	2.03972	2.45878	2.36409	2.43254	2.28285	1.99539	2.68115	2.31981
ANXA11	8.57697	8.84508	8.13157	8.56193	8.8934	8.51892	8.55841	7.52645	8.62293	8.79666	8.57569	8.63786	8.82887	8.54926	8.70945	8.72095	8.51949
SEC11A	7.01586	6.75915	6.89139	6.98874	7.09567	6.88012	6.99197	7.17386	6.87314	6.55893	7.10334	7.21961	7.16753	7.22307	7.06548	6.59691	6.94523
TTTY10	3.15527	3.30234	4.83211	2.87066	2.95503	2.69662	3.10899	3.6893	3.35448	3.00915	2.77975	2.81249	2.90563	3.12263	3.13657	2.94494	3.08848
DCPS	6.1556	5.96678	6.28157	6.23073	6.2527	6.48668	6.497	5.52689	6.5098	6.37809	6.63685	6.57508	5.93672	6.3173	6.44453	6.15593	6.09095
KRTAP5-8	7.00117	7.60606	6.65792	7.03589	7.23596	6.88057	7.05334	6.39831	6.95714	7.28011	7.131	6.87043	6.81565	6.95022	7.10242	6.73783	6.69214
MOB2	5.56857	5.58195	5.33064	5.17538	5.01242	5.39243	5.37209	5.51609	5.44482	5.56357	5.25708	5.36731	5.39244	5.04602	5.24727	5.33959	5.66193
RNF216P1	5.12333	4.73688	5.46842	5.48411	5.03018	5.36914	5.27553	5.06058	5.28084	5.01442	5.22442	5.41665	5.67224	5.26255	5.08733	5.25991	5.14947
CCDC9	5.22673	4.64814	4.89831	4.61992	5.50196	4.8013	5.32349	5.25841	5.00888	5.41412	4.58969	4.97525	4.98184	4.60365	5.06237	5.16373	5.02758
ZSCAN30	4.40317	4.1458	4.19945	3.92274	4.16608	4.088	4.22845	4.76049	4.08863	3.82377	4.13916	4.23623	4.15483	4.12682	3.91931	4.19289	3.89291
PP2672	3.37419	3.69672	3.23352	3.34852	3.14659	3.11885	3.24448	2.4801	2.88901	3.12079	3.3122	3.17756	3.41293	3.53249	3.27189	3.18683	3.23892
TMEM134	6.87938	6.40105	6.4595	6.44293	6.31732	6.46374	6.7664	5.49393	6.72997	6.51447	6.4741	6.57472	6.44693	6.66383	6.61149	6.81786	6.11437
LINC00671	5.12838	6.14487	4.41612	5.14986	5.11095	4.61264	4.46512	5.44641	4.45784	5.04447	4.46747	4.99828	5.0652	5.34668	4.83876	4.57092	4.47958
HOXD3	3.06746	3.68441	3.66032	3.77766	3.52455	3.19973	3.52354	3.0122	3.69997	3.53776	3.48091	3.14231	3.52415	3.47514	3.64925	3.19035	3.37761
AFAP1-AS1	3.70487	3.60598	3.90157	3.71307	3.60506	3.31836	3.88639	3.44187	3.82054	3.33248	3.73644	3.6138	3.81673	3.38491	3.53599	3.27279	3.97494
ZNF575	5.50903	5.02879	5.43947	5.31374	5.59453	5.13777	5.51923	4.97074	5.22796	5.46846	5.14041	5.16902	5.49748	5.44314	5.80945	5.39399	5.5679
EML3	5.36242	5.39727	5.2553	5.40375	5.57815	5.53393	5.49931	4.90953	5.44593	5.65915	5.2961	5.29839	5.39671	5.53215	5.69529	5.50906	5.13441
C17orf77	4.13114	3.51131	3.72997	4.06588	3.77073	3.3796	4.10923	4.08263	3.71433	3.53005	4.07548	3.68555	3.48746	3.19898	3.95083	3.5985	3.40229
NXPE2	2.79384	2.98951	2.99871	3.1993	2.96758	2.93129	2.85924	3.7619	2.54797	3.13958	2.74724	2.86089	2.97642	2.96224	2.88955	2.97279	3.04834
TRIM41	4.41968	4.22438	4.3031	4.30025	4.4787	4.57565	4.49349	4.60782	4.56878	4.77734	4.30492	4.51698	4.59971	4.22493	4.59771	5.21166	4.60475
CIB1	7.50759	6.17731	7.36413	7.51462	7.31562	7.64764	7.83484	7.17019	8.0376	7.4294	7.56726	7.87632	7.64916	7.32765	7.75837	7.95984	7.70193
SEMA3F	4.8586	4.86024	4.85287	4.4634	4.96439	4.59518	4.49813	4.78817	4.93992	4.91854	4.79963	4.74297	4.82078	4.4654	5.05487	4.75996	4.41441
FUK	5.09544	5.08579	5.06165	5.00351	4.95702	4.65079	5.19025	5.23829	4.83136	4.969	4.84349	4.93515	5.28416	5.06916	4.92787	4.61513	4.67082
HMOX2	7.56296	6.59155	7.46113	7.24708	7.19066	7.46395	7.78115	7.50148	7.46642	7.69285	7.44884	7.71709	7.67432	7.25474	7.60223	7.55534	7.6782
CCDC71	5.99035	5.86047	5.72209	5.76423	5.52697	5.47522	5.64682	4.90438	5.9439	5.77702	6.19442	5.87853	5.82697	6.31858	5.71882	5.71956	5.68442
MRI1	5.208	4.78976	5.61317	5.4881	5.17545	5.6513	5.48887	4.75527	5.63758	5.48583	5.62935	5.55081	5.56783	5.28317	5.54871	5.63341	5.19079
PPARGC1B	5.37276	5.78644	5.31282	5.90551	5.50626	5.49814	5.50295	5.48999	5.79562	5.44448	5.64632	5.35312	5.60454	5.60588	5.95543	5.34938	5.63342
TSPAN17	5.51931	5.24062	5.978	5.46933	5.75423	5.3185	5.40918	5.2887	5.91822	5.83587	5.57942	5.78455	5.71832	5.58181	5.73299	5.43821	5.98065
CCDC77	4.97826	4.67161	5.33255	5.02186	4.77184	5.00301	4.86798	5.549	4.53233	4.82552	4.69455	5.29553	4.84299	4.83373	4.80838	4.96081	5.10901
TWNK	4.08671	3.97857	4.1729	4.26085	3.87472	4.29685	4.13534	4.48811	4.16323	4.06385	4.06355	4.31282	4.14326	4.28099	4.10997	3.71652	3.83961
RPL35A	9.90082	9.34285	10.4286	10.1899	9.96909	10.2485	10.3137	10.2706	10.1463	9.74596	9.8742	10.3306	10.0605	10.0842	9.6127	10.1587	10.1363
LYPD1	4.81323	5.04399	4.76379	4.49511	4.66546	4.93799	4.83779	4.74168	5.13991	4.65527	4.80121	4.64972	5.06032	4.61184	5.00244	5.19833	5.04613
STOML1	4.37542	4.48389	4.18061	4.23417	4.15806	4.11016	3.98265	4.15919	4.54733	4.4357	4.1498	4.18112	3.79458	4.50333	4.44348	3.84048	4.61871
C12orf74	3.22518	3.11849	2.88191	2.96723	2.8673	3.37668	2.86833	3.52269	3.7791	3.11289	3.27542	3.46834	2.8089	3.39185	2.97921	3.16892	3.04612
OR6C75	3.3498	3.3667	3.26469	3.20584	3.16525	3.4508	3.02613	3.87304	2.96592	2.8683	3.40848	3.01744	2.80385	3.2033	3.26155	3.7112	2.80499
MIR1-1HG-AS1	5.49027	5.87596	5.58481	5.41254	5.56833	5.3101	5.62868	5.33445	5.50279	5.58098	5.89422	5.68329	5.38491	5.57284	5.62498	5.39518	5.29107
GGT6	4.74588	4.77007	4.87319	4.78508	4.73479	4.72281	4.39695	5.13407	4.63957	4.5872	4.59473	4.43993	4.68418	4.96552	4.48601	4.17751	4.53709
HSFX2	4.74095	5.20235	4.31541	4.69549	4.41953	4.80035	4.91466	4.89736	4.75998	5.51072	5.05191	4.85484	4.95531	4.74975	5.118	4.77107	4.8876
HSFX1	4.74095	5.20235	4.31541	4.69549	4.41953	4.80035	4.91466	4.89736	4.75998	5.51072	5.05191	4.85484	4.95531	4.74975	5.118	4.77107	4.8876
MYADML	4.95033	4.74703	4.29499	4.48178	4.93725	4.56076	4.63251	3.85719	4.6153	4.70185	4.42913	4.37882	4.35901	4.66786	4.79929	4.56328	4.57143
RASD2	4.48369	4.73815	4.23324	4.37522	4.21235	3.85301	4.67375	4.21547	4.49691	4.59008	4.49874	4.20987	4.22523	4.45622	4.69185	3.79796	4.12514
GNB3	4.26403	4.33851	4.12278	3.93775	3.78172	3.96134	3.83756	3.93333	3.88634	4.40719	3.63812	3.83151	3.6947	3.90489	4.11046	3.65652	3.41633
RMI2	4.36872	4.36167	4.78842	4.30966	4.27105	4.3119	4.25784	4.33352	4.48326	4.3362	4.23243	4.35812	4.39708	4.17001	4.77615	4.51755	4.44425
GRIN2A	3.34838	3.46677	3.15757	2.80119	3.31083	3.18666	3.2302	3.74819	3.54667	3.24016	3.13844	3.15244	2.89376	2.96576	3.40636	3.30264	2.70261
ILDR1	4.79854	5.17749	4.18225	4.80587	4.56115	4.46657	4.31799	4.44453	4.77241	4.7052	4.46322	4.65573	4.70938	4.71669	4.77742	4.72294	4.80153
MIR193A	5.09525	5.25177	5.41604	5.15309	5.05492	4.71626	5.31797	5.59463	5.44215	5.48625	5.23197	5.37534	5.38187	5.35667	5.6637	5.22939	5.37172
PMFBP1	3.20962	3.21541	2.94762	2.97653	3.24182	3.0239	3.22264	3.87472	3.32381	2.83393	3.15484	2.90836	3.09123	3.31261	3.5367	3.21806	3.26961
LMF2	5.87892	5.5151	5.5921	5.62483	5.91366	5.76482	6.11636	5.03031	5.88765	5.76807	5.8369	5.64816	5.93872	6.09273	6.01949	5.93867	5.84567
MIXL1	5.08193	5.52082	4.9751	5.18809	4.87555	4.92743	5.54847	5.48291	5.25237	5.41854	4.87568	4.87794	5.10519	5.20015	5.24639	4.65602	5.16995
PRDM6	4.82116	4.31938	4.07654	4.57426	4.46099	4.46043	4.46848	4.81428	4.59641	4.28003	4.42575	4.21892	4.30474	4.39694	4.53964	4.39327	4.7291
RSPH10B	3.70788	4.49317	3.86761	3.64828	3.64298	3.96678	3.68076	4.52303	3.60295	4.07066	3.57535	3.26771	4.01234	3.78538	3.76543	3.53082	3.9181
RSPH10B2	3.70788	4.49317	3.86761	3.64828	3.64298	3.96678	3.68076	4.52303	3.60295	4.07066	3.57535	3.26771	4.01234	3.78538	3.76543	3.53082	3.9181
DBIL5P2	3.76361	4.43728	3.2808	3.54716	3.91531	3.96357	3.84929	4.17904	3.92168	3.94178	3.99561	3.58937	4.23246	3.42157	4.4177	3.20965	3.7716
PGLYRP2	4.21788	4.08103	3.82832	3.47296	3.76256	3.77215	3.48814	3.71129	3.56043	4.0534	3.44602	3.79524	3.41185	3.74554	4.04186	3.46818	4.00224
HNRNPH2	7.77896	8.06061	7.5546	7.94825	8.58482	7.70328	7.83698	6.94985	7.73942	7.44334	8.12079	7.92806	7.88752	7.9543	7.77314	7.42671	7.91417
CHRNB1	5.33803	5.41944	5.03945	5.17683	4.71884	5.27547	5.01324	5.74692	5.09071	5.04056	4.81933	5.26974	5.14469	5.16143	5.29033	5.09406	4.63503
GPATCH3	4.99721	4.62008	4.96096	5.0202	4.72347	4.81726	5.00632	5.24156	4.47941	4.28966	4.34592	5.12238	5.2051	4.9331	5.16835	4.59449	5.20425
LIPT1	4.60833	4.17654	4.4929	4.83421	4.17613	4.86326	4.65462	5.2513	4.3162	4.22879	4.66005	4.5161	4.44684	4.72427	4.41986	4.61625	4.6812
KRTAP5-2	6.54747	6.89839	6.21033	6.31301	6.2053	6.24688	6.74883	6.264	6.69854	6.47871	6.36271	6.42225	6.27422	6.46857	6.42148	6.24581	5.92547
RAB26	5.71362	5.4757	5.58877	5.61402	5.53756	5.69151	5.62654	5.15704	5.27613	5.39907	5.63809	5.72817	5.62715	5.64692	5.86119	5.50534	5.67248
NKAIN1	4.18831	4.70586	4.40667	4.33147	4.37094	4.04628	4.27141	4.64727	4.25969	3.97696	4.40677	3.99205	4.27209	4.4731	4.5155	3.92876	4.50717
TRIM48	2.47601	2.82587	2.95911	2.38689	2.42754	2.21603	2.40383	3.77664	2.52821	2.49044	2.64931	2.48999	2.40459	2.61447	2.84236	2.85768	2.40254
CSNK1G1	5.78592	5.68253	5.46217	5.58829	5.79076	5.69182	5.5556	5.17947	5.63454	5.54144	5.46623	5.80328	5.77593	5.28003	5.91412	5.62632	5.28455
RTN4RL1	3.28573	3.65504	3.87866	3.28794	3.49733	3.20642	3.79941	3.63435	3.8364	3.76073	3.52449	3.30629	3.43478	3.52614	3.61655	3.86772	3.7889
GALR2	4.87272	4.12342	4.38708	4.36773	4.50898	4.70679	4.31435	4.57132	4.3003	4.8503	4.48093	4.78089	4.46944	4.18607	4.48051	4.45869	4.52656
CC2D1B	6.21912	5.71144	5.77984	5.79333	5.8543	6.02611	5.84418	6.22252	6.23075	5.81231	6.08218	6.12534	5.89161	6.1408	6.01026	5.65554	6.15096
OR8B4	2.99618	2.95444	2.78912	2.67594	2.42909	2.38116	2.51429	2.86179	2.49951	2.92524	2.78485	2.59933	2.77011	2.35947	2.86772	2.28844	2.70454
CSAG1	3.90595	4.28639	3.57671	3.61439	3.54085	3.38522	3.69541	3.50292	4.16412	3.98847	3.76752	3.6444	3.16754	3.96886	4.57686	3.4488	3.58105
KDM2B	5.48194	5.4747	5.84426	6.10101	5.64689	5.82171	6.15169	5.97445	5.68045	5.77567	5.70329	5.73267	5.78352	5.75804	5.8273	5.92959	5.65564
OR7G3	4.00604	3.6892	3.2838	3.31963	2.97829	3.6224	3.41044	3.70118	3.0948	3.55256	3.18867	3.24361	2.95443	3.48395	3.81107	3.79376	3.87496
CCL7	3.07671	3.40595	3.46849	3.38588	3.43174	3.47149	3.31948	3.75199	3.54949	3.29144	3.36797	3.00768	3.41894	3.18389	3.44665	3.48303	3.34338
KRT78	4.01005	4.01784	4.01749	3.44035	3.92021	3.72817	4.20885	4.08816	4.0507	4.14422	4.0432	3.39232	3.81817	3.70805	3.71776	3.4259	3.69928
CARD18	3.12034	3.98129	2.92409	2.91968	2.82211	3.20738	2.8843	3.44198	3.08948	3.15878	3.03306	2.9287	2.89299	3.14802	3.24083	2.69778	2.83044
ELP5	5.5811	4.93366	5.49234	5.34513	5.40946	5.49143	5.57233	5.52984	5.72075	5.64394	5.45285	5.572	5.45697	5.60104	5.15129	5.41178	5.41723
STX1B	3.93988	4.22351	3.9217	4.01211	3.91507	3.90172	4.26364	4.01584	4.00975	4.30002	4.06549	3.97664	4.17437	4.03983	4.00995	3.80306	4.23456
GPAA1	6.03664	5.83796	5.95741	5.89071	6.08503	5.8605	5.7244	5.73088	5.72697	5.68745	5.96136	5.59771	5.82221	5.72135	5.87686	5.81674	5.85743
PROKR2	4.78507	4.64568	3.59851	4.40886	5.1171	4.00144	4.19963	4.97074	4.29848	4.69167	3.88919	3.67266	3.65193	4.17658	4.04165	3.79434	4.38764
FLG2	3.62748	3.76223	3.08742	3.51197	3.17975	3.54223	3.01662	3.53324	2.9505	3.50124	3.46602	3.25179	3.21741	3.61478	3.54799	3.03421	3.47324
AMZ1	5.22362	5.13367	4.81244	5.07783	4.60598	4.38789	5.05924	4.9854	5.14811	5.22454	4.62621	4.4957	4.38679	4.6579	5.48792	5.03122	4.87948
ARPC5L	5.5625	5.42473	6.00751	5.83853	5.88792	5.95885	5.72432	5.6398	5.95257	5.88631	5.67887	6.29404	5.95915	5.78711	5.62191	6.0228	5.97077
GPR25	5.46288	5.15109	5.54981	5.18523	5.42607	4.95342	5.43757	5.53783	5.39284	5.34951	5.46601	5.4474	5.21224	5.28779	5.78421	5.10839	5.33952
TRA2B	7.63342	6.66465	7.9972	8.09185	7.62973	7.77657	7.74453	8.06288	7.59018	7.48414	7.48948	7.71556	7.56245	7.73534	7.42707	7.69773	7.81221
TAS2R43	3.01129	2.12139	2.84065	2.66708	2.13432	2.29949	2.14702	2.91606	2.20296	2.60748	2.27916	2.86247	2.23551	2.58021	1.91824	1.98781	2.84134
DTNBP1	5.61974	5.72614	5.5167	5.72557	5.93561	5.72434	5.35599	5.74481	5.59504	5.58573	5.66781	6.0325	5.93434	5.61783	5.82708	5.68549	5.75475
ZNF697	4.53722	4.91855	5.15444	4.81871	5.04246	4.65564	5.08907	4.27457	4.82171	4.7268	4.98138	4.60105	4.58786	4.62062	4.97453	4.92569	4.59151
SLC52A2	6.02672	6.07145	5.70957	5.84791	5.937	6.01579	5.73037	5.49419	5.8524	6.07814	5.90479	5.97984	5.79027	5.7595	6.2172	5.97202	6.06898
TMEM128	4.38468	3.56573	4.2866	4.11496	4.48369	4.47327	4.48938	4.64836	4.52533	3.83627	4.30784	4.13469	4.50086	4.11442	4.16918	4.67987	4.92786
MYOZ2	2.59387	2.83761	2.73133	2.66714	2.74801	2.70819	2.79105	3.2689	2.81049	2.61915	2.51381	2.7581	2.88142	2.6725	2.87135	2.80021	2.75716
KRT75	4.7466	4.52492	4.44273	3.96671	4.63433	4.17641	4.24448	4.35294	4.18607	4.42917	4.18812	4.54033	3.8376	4.18764	4.3103	4.47117	4.35031
ZNF771	4.43404	4.1586	4.31033	4.27086	4.09222	4.25754	3.8804	4.63242	4.18957	4.79161	4.0327	4.08116	4.12171	3.97962	4.32999	4.16417	4.42472
NAA30	5.37418	5.21882	5.67699	5.71536	5.58035	5.77048	5.38205	6.22666	5.60824	5.42728	5.56291	5.46413	5.32923	5.44215	5.02258	5.72183	5.5124
